42|1|Орлов Денис Александрович|5333 851075|+79810897219|orlov441@mail.ru|238|2022-06-22|зачислен|контракт
43|1|Васильева Екатерина Романовна|5542 976484|+79360858882|vasileva256@mail.ru|150|2022-06-08|подано|контракт
44|1|Смирнов Илья Ильич|9805 406243|+79718125047|smirnov902@mail.ru|200|2022-06-15|подано|бюджет
45|1|Смирнова Наталья Кирилловна|2058 785318|+79558610226|smirnova880@mail.ru|246|2022-06-11|зачислен|бюджет
46|1|Фёдорова София Сергеевна|1375 876780|+79789404372|fedorova295@mail.ru|172|2022-07-03|отозвано|контракт
47|1|Семёнова Виктория Кирилловна|2986 706004|+79194866947|semenova324@mail.ru|220|2022-06-04|подано|бюджет
48|1|Михайлова Екатерина Ильинична|4982 471714|+79919680277|mihaylova963@mail.ru|228|2022-06-25|отказ|бюджет
49|1|Иванов Максим Сергеевич|7578 797130|+79983485855|ivanov554@mail.ru|163|2022-07-16|отказ|бюджет
50|1|Егорова Ольга Алексеевна|5019 266553|+79194041283|egorova154@mail.ru|197|2022-07-21|подано|бюджет
51|1|Николаева Юлия Сергеевна|6948 304468|+79605464665|nikolaeva508@mail.ru|234|2022-07-13|подано|контракт
52|1|Михайлов Михаил Кириллович|2999 409911|+79605973950|mihaylov713@mail.ru|217|2022-06-06|зачислен|бюджет
53|1|Семёнова Наталья Александровна|4202 799192|+79604740018|semenova529@mail.ru|214|2022-06-14|зачислен|бюджет
54|1|Волков Илья Сергеевич|9754 291590|+79560768592|volkov967@mail.ru|183|2022-06-03|подано|контракт
55|1|Петрова Анастасия Кирилловна|5954 762765|+79910112707|petrova774@mail.ru|165|2022-07-09|отказ|контракт
56|1|Андреева Татьяна Романовна|7909 977980|+79974246024|andreeva942@mail.ru|235|2022-07-06|подано|контракт
57|1|Васильева Дарья Артёмовна|6147 472742|+79642826516|vasileva339@mail.ru|224|2022-06-02|зачислен|бюджет
58|1|Морозова Полина Артёмовна|9448 769859|+79100082728|morozova686@mail.ru|217|2022-07-04|отозвано|бюджет
59|2|Андреев Александр Романович|6221 949461|+79050056225|andreev812@mail.ru|166|2022-06-09|отозвано|контракт
60|2|Иванов Матвей Михайлович|8513 802271|+79023369518|ivanov840@mail.ru|197|2022-07-20|отказ|бюджет
61|2|Павлова Елизавета Артёмовна|2047 459336|+79885401463|pavlova622@mail.ru|180|2022-06-21|отказ|контракт
62|2|Морозов Роман Иванович|1934 162069|+79165978542|morozov174@mail.ru|195|2022-06-01|отказ|контракт
63|2|Новикова Виктория Александровна|5808 757549|+79545717194|novikova957@mail.ru|206|2022-07-24|отозвано|контракт
64|2|Кузнецов Михаил Ильич|4226 194408|+79376541106|kuznecov580@mail.ru|220|2022-06-05|зачислен|бюджет
65|2|Соколова София Андреевна|5730 205775|+79875817844|sokolova946@mail.ru|221|2022-07-05|отказ|бюджет
66|2|Кузнецов Михаил Дмитриевич|9109 188213|+79831120549|kuznecov933@mail.ru|212|2022-07-09|отказ|контракт
67|2|Фёдоров Дмитрий Максимович|5081 638852|+79087737039|fedorov207@mail.ru|145|2022-07-05|отказ|бюджет
68|2|Попов Иван Иванович|9954 805317|+79146731102|popov190@mail.ru|225|2022-07-03|отказ|контракт
69|2|Михайлова Юлия Романовна|8445 545279|+79543655888|mihaylova975@mail.ru|147|2022-06-07|отказ|контракт
70|2|Павлов Кирилл Дмитриевич|6361 101220|+79234147681|pavlov936@mail.ru|184|2022-06-05|зачислен|контракт
71|2|Фёдорова Дарья Ивановна|7382 409398|+79319366336|fedorova318@mail.ru|272|2022-06-16|зачислен|контракт
72|2|Андреев Арсений Романович|8246 405945|+79613027787|andreev771@mail.ru|232|2022-06-07|подано|бюджет
73|2|Михайлов Роман Андреевич|9053 883071|+79763388412|mihaylov669@mail.ru|212|2022-06-09|зачислен|бюджет
74|2|Новиков Иван Романович|2556 329931|+79252690944|novikov933@mail.ru|205|2022-06-02|подано|контракт
75|2|Волкова Полина Артёмовна|9268 622737|+79719240147|volkova244@mail.ru|186|2022-06-14|зачислен|бюджет
76|2|Соколов Роман Дмитриевич|4635 166168|+79159046729|sokolov303@mail.ru|170|2022-07-06|подано|контракт
77|2|Попов Денис Сергеевич|9372 540076|+79259466572|popov883@mail.ru|208|2022-06-23|зачислен|бюджет
78|2|Андреев Максим Кириллович|3285 131727|+79191936517|andreev236@mail.ru|235|2022-07-15|подано|бюджет
79|2|Орлова Анастасия Михайловна|7161 265779|+79203998618|orlova876@mail.ru|207|2022-07-19|отказ|бюджет
80|2|Соколов Михаил Михайлович|4772 813578|+79035147401|sokolov950@mail.ru|203|2022-07-17|подано|бюджет
81|2|Павлова Татьяна Михайловна|7475 479563|+79716365434|pavlova728@mail.ru|140|2022-06-21|отказ|контракт
82|2|Семёнова Татьяна Ивановна|5789 828917|+79114066601|semenova912@mail.ru|172|2022-07-16|отказ|бюджет
83|2|Новикова Дарья Ивановна|2495 842170|+79062048844|novikova116@mail.ru|196|2022-06-24|отозвано|бюджет
84|2|Попов Алексей Алексеевич|7117 754916|+79926476258|popov667@mail.ru|184|2022-07-18|отказ|бюджет
85|2|Павлова Виктория Кирилловна|6309 970566|+79356147005|pavlova662@mail.ru|213|2022-06-14|отказ|контракт
86|2|Семёнов Никита Алексеевич|2438 947559|+79162402291|semenov774@mail.ru|226|2022-07-17|отозвано|контракт
87|2|Фёдорова Анна Ильинична|2936 828021|+79981860894|fedorova676@mail.ru|225|2022-06-11|отказ|бюджет
88|2|Андреева Анна Кирилловна|6012 136269|+79640841730|andreeva245@mail.ru|198|2022-07-25|отказ|бюджет
89|2|Андреева София Артёмовна|7112 536287|+79289197820|andreeva815@mail.ru|201|2022-06-16|отказ|контракт
90|2|Петров Арсений Алексеевич|3540 327288|+79041396121|petrov986@mail.ru|144|2022-07-21|отказ|контракт
91|2|Иванов Сергей Дмитриевич|1678 691564|+79591523506|ivanov662@mail.ru|180|2022-06-21|подано|бюджет
92|2|Орлов Иван Иванович|3700 164364|+79442734205|orlov607@mail.ru|195|2022-07-21|подано|бюджет
93|2|Смирнова Наталья Ильинична|6941 447694|+79652456137|smirnova792@mail.ru|194|2022-06-09|отказ|бюджет
94|2|Иванов Кирилл Иванович|3083 809313|+79575362150|ivanov539@mail.ru|176|2022-06-17|отозвано|контракт
95|2|Павлова Виктория Ивановна|1863 279494|+79012307322|pavlova742@mail.ru|210|2022-07-01|отказ|контракт
96|2|Морозова Виктория Максимовна|5279 829054|+79903598686|morozova859@mail.ru|151|2022-06-19|зачислен|бюджет
97|2|Волкова Наталья Андреевна|1185 959374|+79201595894|volkova907@mail.ru|165|2022-07-07|подано|бюджет
98|2|Смирнов Иван Сергеевич|2748 260075|+79159231915|smirnov191@mail.ru|185|2022-06-09|подано|контракт
99|2|Михайлова Марина Сергеевна|5909 755113|+79167724238|mihaylova617@mail.ru|228|2022-06-17|зачислен|контракт
100|2|Андреев Максим Максимович|8111 755343|+79536186813|andreev444@mail.ru|141|2022-07-02|отказ|контракт
101|2|Егоров Матвей Михайлович|6474 305037|+79501988842|egorov689@mail.ru|183|2022-06-04|зачислен|бюджет
102|2|Козлов Арсений Сергеевич|8392 699563|+79113808879|kozlov183@mail.ru|213|2022-07-08|отказ|бюджет
103|2|Алексеев Сергей Романович|6894 528459|+79396429976|alekseev325@mail.ru|189|2022-07-07|зачислен|бюджет
104|2|Волков Артём Ильич|6393 188465|+79997736381|volkov873@mail.ru|169|2022-06-01|подано|бюджет
105|2|Павлов Денис Андреевич|3214 731277|+79970549533|pavlov297@mail.ru|159|2022-06-19|отказ|бюджет
106|2|Михайлов Максим Андреевич|9143 701827|+79081390521|mihaylov556@mail.ru|216|2022-07-01|подано|бюджет
107|2|Петров Иван Алексеевич|9633 198054|+79978916759|petrov928@mail.ru|208|2022-06-20|отказ|бюджет
108|2|Козлова Ксения Александровна|1097 466360|+79758414782|kozlova729@mail.ru|154|2022-06-11|подано|бюджет
109|2|Николаев Максим Михайлович|9060 406376|+79434366201|nikolaev969@mail.ru|209|2022-06-02|подано|контракт
110|2|Андреева Екатерина Сергеевна|6622 719493|+79808965502|andreeva342@mail.ru|216|2022-06-07|отказ|бюджет
111|2|Андреев Михаил Максимович|9764 977125|+79392294510|andreev200@mail.ru|176|2022-06-06|зачислен|бюджет
112|2|Петрова Виктория Дмитриевна|5793 837277|+79749687086|petrova960@mail.ru|172|2022-06-09|отказ|контракт
113|2|Иванова Виктория Александровна|9325 273668|+79968875255|ivanova789@mail.ru|255|2022-07-11|зачислен|контракт
114|2|Фёдорова Татьяна Ильинична|4295 619314|+79726868988|fedorova630@mail.ru|175|2022-06-23|подано|бюджет
115|2|Петрова Марина Дмитриевна|5052 665993|+79560742523|petrova420@mail.ru|191|2022-06-02|подано|контракт
116|2|Орлова Екатерина Романовна|9911 388002|+79286576181|orlova546@mail.ru|192|2022-06-20|отказ|бюджет
117|2|Никитина Анастасия Алексеевна|1520 341899|+79846902257|nikitina274@mail.ru|170|2022-07-08|подано|контракт
118|2|Петрова Ксения Андреевна|7825 307565|+79887430144|petrova763@mail.ru|185|2022-06-13|отказ|бюджет
119|2|Семёнова Анастасия Ивановна|6257 754824|+79662535018|semenova454@mail.ru|168|2022-06-14|зачислен|бюджет
120|2|Степанов Артём Алексеевич|8393 345796|+79248908538|stepanov345@mail.ru|194|2022-06-11|зачислен|бюджет
121|2|Макарова Анна Дмитриевна|8950 689330|+79613546171|makarova945@mail.ru|159|2022-07-06|зачислен|бюджет
122|2|Иванов Сергей Кириллович|7192 488251|+79775425989|ivanov672@mail.ru|220|2022-07-04|отозвано|контракт
123|2|Попова София Андреевна|3178 575475|+79408305449|popova787@mail.ru|152|2022-07-01|подано|бюджет
124|2|Иванов Александр Дмитриевич|8444 421682|+79619988748|ivanov373@mail.ru|179|2022-07-03|отказ|контракт
125|2|Морозова Анна Ильинична|7784 302088|+79144084282|morozova939@mail.ru|155|2022-06-09|зачислен|контракт
126|2|Иванова Виктория Романовна|4652 962943|+79284894933|ivanova699@mail.ru|186|2022-06-20|отозвано|бюджет
127|2|Алексеева Мария Михайловна|4404 944357|+79626108406|alekseeva782@mail.ru|173|2022-06-08|отказ|бюджет
128|2|Павлова Виктория Александровна|7666 474078|+79833024183|pavlova631@mail.ru|154|2022-07-21|отказ|бюджет
129|2|Соколова Виктория Кирилловна|9221 202665|+79395144816|sokolova221@mail.ru|217|2022-06-20|зачислен|контракт
130|2|Никитина Ксения Кирилловна|6264 861970|+79690228805|nikitina981@mail.ru|235|2022-07-03|зачислен|контракт
131|2|Новикова Елизавета Михайловна|5474 409129|+79919618351|novikova324@mail.ru|197|2022-07-02|отозвано|бюджет
132|2|Соколова Алиса Дмитриевна|4540 753988|+79154866071|sokolova857@mail.ru|171|2022-07-25|подано|бюджет
133|2|Иванова Ольга Андреевна|1175 430258|+79965865369|ivanova640@mail.ru|184|2022-06-05|зачислен|бюджет
134|2|Попов Илья Сергеевич|2229 948828|+79380248962|popov390@mail.ru|212|2022-07-03|отказ|бюджет
135|2|Соколова София Романовна|5623 306946|+79840704618|sokolova185@mail.ru|240|2022-06-23|зачислен|бюджет
136|2|Лебедев Михаил Сергеевич|5639 232919|+79083600971|lebedev167@mail.ru|220|2022-06-20|подано|бюджет
137|2|Смирнов Михаил Иванович|6512 524309|+79170063285|smirnov631@mail.ru|217|2022-06-17|зачислен|бюджет
138|2|Кузнецов Александр Михайлович|6051 388509|+79356744788|kuznecov291@mail.ru|228|2022-07-24|отказ|бюджет
139|2|Алексеева Мария Сергеевна|7854 219461|+79470576116|alekseeva330@mail.ru|221|2022-07-21|отказ|контракт
140|2|Семёнова Ксения Алексеевна|2329 515808|+79729920589|semenova840@mail.ru|208|2022-07-24|зачислен|контракт
141|2|Никитина Анна Максимовна|2118 120429|+79451025144|nikitina143@mail.ru|192|2022-06-22|подано|контракт
142|2|Степанов Кирилл Романович|4450 983330|+79742223426|stepanov638@mail.ru|210|2022-07-06|зачислен|бюджет
143|2|Морозова Ольга Максимовна|2522 808932|+79948278714|morozova490@mail.ru|188|2022-07-02|отказ|бюджет
144|2|Егорова Анастасия Андреевна|1787 355483|+79572628487|egorova214@mail.ru|240|2022-06-02|отказ|бюджет
145|2|Козлов Роман Артёмович|1462 701307|+79751204238|kozlov973@mail.ru|199|2022-07-03|отказ|бюджет
146|2|Попов Егор Романович|6262 830258|+79054210284|popov710@mail.ru|210|2022-06-01|отказ|бюджет
147|2|Никитина Дарья Михайловна|1401 895135|+79166252178|nikitina195@mail.ru|196|2022-06-01|отказ|контракт
148|2|Кузнецова Ольга Ильинична|2162 411925|+79104016180|kuznecova532@mail.ru|180|2022-06-07|подано|бюджет
149|2|Алексеев Алексей Дмитриевич|1628 827230|+79348860454|alekseev222@mail.ru|161|2022-06-07|зачислен|бюджет
150|2|Павлова Мария Кирилловна|6866 839386|+79242842755|pavlova319@mail.ru|182|2022-07-11|отказ|контракт
151|2|Волков Дмитрий Андреевич|4595 853451|+79517789837|volkov343@mail.ru|206|2022-06-03|подано|бюджет
152|2|Николаева Мария Ильинична|7748 730161|+79494737186|nikolaeva720@mail.ru|219|2022-07-05|зачислен|бюджет
153|2|Алексеева Елизавета Артёмовна|4017 364184|+79992090609|alekseeva808@mail.ru|194|2022-07-23|отказ|бюджет
154|2|Волков Матвей Сергеевич|8468 636174|+79078136878|volkov931@mail.ru|189|2022-06-11|подано|бюджет
155|2|Николаева Марина Андреевна|2381 953716|+79494608345|nikolaeva290@mail.ru|162|2022-07-24|зачислен|бюджет
156|2|Смирнов Михаил Ильич|4112 899250|+79360536431|smirnov645@mail.ru|215|2022-06-06|подано|контракт
157|2|Егорова Дарья Кирилловна|7902 737600|+79488928220|egorova657@mail.ru|248|2022-06-07|зачислен|контракт
158|2|Фёдорова Татьяна Андреевна|8042 609320|+79292560360|fedorova909@mail.ru|200|2022-07-22|зачислен|бюджет
159|2|Соколов Максим Кириллович|7104 880399|+79542017856|sokolov710@mail.ru|221|2022-07-14|отказ|контракт
160|2|Павлова Наталья Кирилловна|9617 216044|+79246209039|pavlova246@mail.ru|219|2022-07-23|зачислен|контракт
161|2|Макарова Анастасия Кирилловна|1166 578480|+79273508374|makarova710@mail.ru|169|2022-07-09|зачислен|бюджет
162|2|Алексеева Юлия Сергеевна|8799 771268|+79387474346|alekseeva612@mail.ru|203|2022-06-25|отозвано|контракт
163|2|Васильев Роман Ильич|1926 873884|+79238212807|vasilev839@mail.ru|203|2022-06-03|зачислен|бюджет
164|2|Соколов Артём Артёмович|2565 477566|+79068747250|sokolov887@mail.ru|190|2022-07-08|отказ|бюджет
165|2|Егоров Роман Андреевич|3368 840943|+79288793342|egorov178@mail.ru|188|2022-06-11|подано|бюджет
166|2|Орлова Елизавета Ильинична|6753 746717|+79221991766|orlova421@mail.ru|236|2022-06-16|отказ|бюджет
167|3|Макаров Михаил Михайлович|1670 542409|+79183309729|makarov987@mail.ru|187|2022-07-18|отозвано|бюджет
168|3|Семёнов Иван Михайлович|5432 144828|+79543929798|semenov174@mail.ru|196|2022-06-09|отказ|бюджет
169|3|Егоров Иван Дмитриевич|1050 379434|+79963203024|egorov840@mail.ru|221|2022-06-05|зачислен|бюджет
170|3|Морозов Никита Артёмович|2450 769368|+79757740123|morozov946@mail.ru|207|2022-06-10|отозвано|контракт
171|3|Егоров Сергей Артёмович|7575 111511|+79602055594|egorov575@mail.ru|221|2022-06-16|отказ|контракт
172|3|Семёнова Мария Ильинична|3415 220533|+79676427994|semenova742@mail.ru|226|2022-07-12|зачислен|бюджет
173|3|Смирнова Дарья Артёмовна|8216 748089|+79092241654|smirnova208@mail.ru|232|2022-06-10|отказ|бюджет
174|3|Новикова Ольга Сергеевна|5613 136431|+79295220664|novikova210@mail.ru|245|2022-07-14|подано|контракт
175|3|Орлов Максим Ильич|3059 212012|+79165515364|orlov916@mail.ru|202|2022-06-16|отказ|контракт
176|3|Павлов Максим Михайлович|6946 835669|+79782656592|pavlov596@mail.ru|188|2022-06-25|зачислен|контракт
177|3|Морозова Дарья Ивановна|1898 454475|+79002396799|morozova955@mail.ru|164|2022-06-20|подано|контракт
178|3|Фёдорова Марина Максимовна|7413 433006|+79615420493|fedorova455@mail.ru|235|2022-07-12|отказ|контракт
179|3|Павлова Виктория Сергеевна|2987 703126|+79863635186|pavlova872@mail.ru|240|2022-06-16|подано|контракт
180|3|Смирнова Полина Кирилловна|9708 372554|+79067418691|smirnova514@mail.ru|162|2022-07-15|зачислен|контракт
181|3|Никитина Анна Дмитриевна|3827 468137|+79508098205|nikitina635@mail.ru|233|2022-07-12|отозвано|бюджет
182|3|Иванова Елизавета Романовна|7222 750281|+79956462345|ivanova233@mail.ru|193|2022-06-03|зачислен|бюджет
183|3|Новикова Ксения Александровна|3265 468465|+79787663913|novikova718@mail.ru|231|2022-06-19|зачислен|контракт
184|3|Егорова Елизавета Дмитриевна|3387 348690|+79472506774|egorova328@mail.ru|220|2022-06-06|отказ|бюджет
185|3|Андреева Юлия Артёмовна|9447 223680|+79257757683|andreeva461@mail.ru|192|2022-06-14|отказ|контракт
186|3|Петров Кирилл Кириллович|7842 351189|+79471201518|petrov577@mail.ru|225|2022-07-15|отказ|контракт
187|3|Попов Дмитрий Сергеевич|5931 783069|+79325658574|popov345@mail.ru|163|2022-07-02|подано|контракт
188|3|Морозов Иван Кириллович|1266 245912|+79343731251|morozov139@mail.ru|197|2022-07-20|зачислен|контракт
189|3|Лебедев Александр Михайлович|2344 237889|+79626930627|lebedev835@mail.ru|189|2022-06-05|зачислен|бюджет
190|3|Соколова Юлия Ивановна|8731 869926|+79278644468|sokolova710@mail.ru|268|2022-07-03|подано|бюджет
191|3|Андреева Татьяна Сергеевна|7869 259395|+79861771660|andreeva878@mail.ru|233|2022-07-13|отказ|контракт
192|3|Иванов Иван Дмитриевич|8311 241530|+79738072783|ivanov736@mail.ru|193|2022-07-20|зачислен|бюджет
193|3|Новиков Кирилл Максимович|4771 404578|+79850985144|novikov902@mail.ru|192|2022-07-09|зачислен|контракт
194|3|Попов Иван Алексеевич|2070 234193|+79563809812|popov687@mail.ru|191|2022-06-01|зачислен|бюджет
195|3|Михайлов Сергей Дмитриевич|8101 260730|+79823724688|mihaylov604@mail.ru|200|2022-07-06|зачислен|контракт
196|3|Орлова Елизавета Александровна|2634 440086|+79598884223|orlova123@mail.ru|214|2022-06-09|отозвано|бюджет
197|3|Смирнов Андрей Кириллович|5440 540474|+79727553186|smirnov196@mail.ru|188|2022-06-01|отказ|контракт
198|3|Фёдорова Виктория Александровна|2874 702353|+79824925580|fedorova750@mail.ru|229|2022-07-14|подано|контракт
199|3|Никитина Виктория Ильинична|8803 894324|+79429181810|nikitina799@mail.ru|239|2022-06-19|отказ|бюджет
200|3|Петров Максим Ильич|8393 849918|+79537406775|petrov643@mail.ru|164|2022-07-02|отозвано|контракт
201|3|Павлова Алиса Артёмовна|9503 451250|+79324056286|pavlova712@mail.ru|207|2022-06-17|зачислен|контракт
202|3|Михайлова Анна Михайловна|8238 488174|+79230006326|mihaylova662@mail.ru|226|2022-07-07|отказ|бюджет
203|3|Алексеева Ксения Сергеевна|8441 450538|+79005043698|alekseeva427@mail.ru|211|2022-07-19|зачислен|бюджет
204|3|Павлова Юлия Романовна|9312 938488|+79382287547|pavlova334@mail.ru|188|2022-07-16|зачислен|контракт
205|3|Петров Дмитрий Сергеевич|7983 207061|+79194830523|petrov971@mail.ru|263|2022-07-17|зачислен|контракт
206|3|Семёнов Максим Дмитриевич|5348 624270|+79806797224|semenov724@mail.ru|219|2022-07-24|зачислен|бюджет
207|3|Макаров Кирилл Алексеевич|4686 526602|+79936375041|makarov438@mail.ru|166|2022-07-07|зачислен|контракт
208|3|Павлова Татьяна Максимовна|8856 563294|+79720917112|pavlova116@mail.ru|217|2022-07-02|зачислен|бюджет
209|3|Васильев Михаил Алексеевич|3330 665682|+79545144269|vasilev803@mail.ru|222|2022-07-17|отказ|бюджет
210|3|Лебедева Марина Михайловна|5137 116905|+79721337767|lebedeva674@mail.ru|230|2022-07-09|зачислен|бюджет
211|3|Семёнова Татьяна Алексеевна|1931 821345|+79952487191|semenova567@mail.ru|234|2022-07-07|подано|бюджет
212|3|Новикова Ксения Сергеевна|7714 235345|+79346293020|novikova107@mail.ru|215|2022-07-10|подано|контракт
213|3|Иванов Роман Иванович|1065 321722|+79002259653|ivanov985@mail.ru|198|2022-07-22|отказ|бюджет
214|3|Андреев Александр Артёмович|6205 389840|+79385413045|andreev155@mail.ru|199|2022-06-20|зачислен|контракт
215|3|Васильев Роман Дмитриевич|2812 102030|+79205008992|vasilev856@mail.ru|226|2022-07-18|отказ|бюджет
216|3|Михайлов Илья Романович|7549 241313|+79628259977|mihaylov121@mail.ru|227|2022-07-22|зачислен|контракт
217|3|Кузнецов Дмитрий Кириллович|9417 904991|+79392929234|kuznecov232@mail.ru|217|2022-07-25|отказ|бюджет
218|3|Васильева Анна Ильинична|8133 740427|+79308796128|vasileva616@mail.ru|219|2022-06-12|зачислен|контракт
219|3|Иванова Татьяна Андреевна|5416 351950|+79471858207|ivanova386@mail.ru|193|2022-07-01|зачислен|контракт
220|3|Попов Александр Кириллович|7267 356390|+79074512060|popov985@mail.ru|181|2022-07-21|отозвано|контракт
221|3|Макарова Ксения Александровна|7817 971890|+79513230871|makarova482@mail.ru|215|2022-07-24|подано|бюджет
222|3|Волкова Екатерина Михайловна|8267 756007|+79917709351|volkova873@mail.ru|191|2022-07-23|отказ|контракт
223|3|Попов Арсений Романович|8626 250059|+79800333892|popov834@mail.ru|193|2022-07-20|отказ|бюджет
224|3|Смирнова Алиса Кирилловна|9265 682401|+79301542957|smirnova766@mail.ru|147|2022-06-17|подано|контракт
225|3|Алексеева Юлия Романовна|4729 193305|+79576042956|alekseeva186@mail.ru|217|2022-07-14|отозвано|бюджет
226|3|Михайлова Ольга Дмитриевна|7889 495814|+79779490176|mihaylova454@mail.ru|176|2022-07-05|зачислен|бюджет
227|3|Лебедева София Кирилловна|9339 630655|+79693809047|lebedeva727@mail.ru|168|2022-07-19|зачислен|бюджет
228|3|Васильева Елизавета Александровна|7207 637148|+79331358205|vasileva898@mail.ru|196|2022-06-24|отказ|бюджет
229|3|Иванова София Максимовна|1218 623990|+79973190574|ivanova295@mail.ru|189|2022-06-05|отказ|бюджет
230|3|Новиков Илья Максимович|6337 125231|+79314665836|novikov785@mail.ru|189|2022-07-23|подано|бюджет
231|4|Андреев Артём Сергеевич|4613 573795|+79085307883|andreev335@mail.ru|177|2022-06-03|отказ|контракт
232|4|Морозов Дмитрий Сергеевич|7508 386710|+79400491450|morozov939@mail.ru|163|2022-06-09|подано|контракт
233|4|Лебедева Алиса Александровна|8388 751820|+79617226805|lebedeva687@mail.ru|179|2022-06-23|подано|бюджет
234|4|Степанова Алиса Максимовна|6866 527928|+79262547531|stepanova336@mail.ru|193|2022-06-14|отозвано|бюджет
